文字,超連結
3117. 划分数组得到最小的值之和,https://leetcode.cn/problems/minimum-sum-of-values-by-dividing-array/
2945. 找到最大非递减数组的长度,https://leetcode.cn/problems/find-maximum-non-decreasing-array-length/
2969. 购买水果需要的最少金币数 II,https://leetcode.cn/problems/minimum-number-of-coins-for-fruits-ii/
1046. 最后一块石头的重量,https://leetcode.cn/problems/last-stone-weight/
3264. K 次乘运算后的最终数组 I,https://leetcode.cn/problems/final-array-state-after-k-multiplication-operations-i/
2558. 从数量最多的堆取走礼物,https://leetcode.cn/problems/take-gifts-from-the-richest-pile/
2336. 无限集中的最小数字,https://leetcode.cn/problems/smallest-number-in-infinite-set/
2530. 执行 K 次操作后的最大分数,https://leetcode.cn/problems/maximal-score-after-applying-k-operations/
3066. 超过阈值的最少操作数 II,https://leetcode.cn/problems/minimum-operations-to-exceed-threshold-value-ii/
1962. 移除石子使总数最小,https://leetcode.cn/problems/remove-stones-to-minimize-the-total/
703. 数据流中的第 K 大元素,https://leetcode.cn/problems/kth-largest-element-in-a-stream/
3275. 第 K 近障碍物查询,https://leetcode.cn/problems/k-th-nearest-obstacle-queries/
1845. 座位预约管理系统,https://leetcode.cn/problems/seat-reservation-manager/
2208. 将数组和减半的最少操作次数,https://leetcode.cn/problems/minimum-operations-to-halve-array-sum/
2233. K 次增加后的最大乘积,https://leetcode.cn/problems/maximum-product-after-k-increments/
3296. 移山所需的最少秒数,https://leetcode.cn/problems/minimum-number-of-seconds-to-make-mountain-height-zero/
1942. 最小未被占据椅子的编号,https://leetcode.cn/problems/the-number-of-the-smallest-unoccupied-chair/
1801. 积压订单中的订单总数,https://leetcode.cn/problems/number-of-orders-in-the-backlog/
2406. 将区间分为最少组数,https://leetcode.cn/problems/divide-intervals-into-minimum-number-of-groups/
2462. 雇佣 K 位工人的总代价,https://leetcode.cn/problems/total-cost-to-hire-k-workers/
1834. 单线程 CPU,https://leetcode.cn/problems/single-threaded-cpu/
3478. 选出和最大的 K 个元素,https://leetcode.cn/problems/choose-k-elements-with-maximum-sum/
1792. 最大平均通过率,https://leetcode.cn/problems/maximum-average-pass-ratio/
2931. 购买物品的最大开销,https://leetcode.cn/problems/maximum-spending-after-buying-items/
1882. 使用服务器处理任务,https://leetcode.cn/problems/process-tasks-using-servers/
2402. 会议室 III,https://leetcode.cn/problems/meeting-rooms-iii/
253. 会议室 II,https://leetcode.cn/problems/meeting-rooms-ii/
1167. 连接木棍的最低费用,https://leetcode.cn/problems/minimum-cost-to-connect-sticks/
23. 合并 K 个升序链表,https://leetcode.cn/problems/merge-k-sorted-lists/
355. 设计推特,https://leetcode.cn/problems/design-twitter/
502. IPO,https://leetcode.cn/problems/ipo/
1705. 吃苹果的最大数目,https://leetcode.cn/problems/maximum-number-of-eaten-apples/
778. 水位上升的泳池中游泳,https://leetcode.cn/problems/swim-in-rising-water/
1631. 最小体力消耗路径,https://leetcode.cn/problems/path-with-minimum-effort/
1354. 多次求和构造目标数组,https://leetcode.cn/problems/construct-target-array-with-multiple-sums/
1353. 最多可以参加的会议数目,https://leetcode.cn/problems/maximum-number-of-events-that-can-be-attended/
1235. 规划兼职工作,https://leetcode.cn/problems/maximum-profit-in-job-scheduling/
632. 最小区间,https://leetcode.cn/problems/smallest-range-covering-elements-from-k-lists/
2542. 最大子序列的分数,https://leetcode.cn/problems/maximum-subsequence-score/
1383. 最大的团队表现值,https://leetcode.cn/problems/maximum-performance-of-a-team/
2503. 矩阵查询可获得的最大分数,https://leetcode.cn/problems/maximum-number-of-points-from-grid-queries/
2163. 删除元素后和的最小差值,https://leetcode.cn/problems/minimum-difference-in-sums-after-removal-of-elements/
857. 雇佣 K 名工人的最低成本,https://leetcode.cn/problems/minimum-cost-to-hire-k-workers/
1606. 找到处理最多请求的服务器,https://leetcode.cn/problems/find-servers-that-handled-most-number-of-requests/
1851. 包含每个查询的最小区间,https://leetcode.cn/problems/minimum-interval-to-include-each-query/
218. 天际线问题,https://leetcode.cn/problems/the-skyline-problem/
407. 接雨水 II,https://leetcode.cn/problems/trapping-rain-water-ii/
2940. 找到 Alice 和 Bob 可以相遇的建筑,https://leetcode.cn/problems/find-building-where-alice-and-bob-can-meet/
3399. 字符相同的最短子字符串 II,https://leetcode.cn/problems/smallest-substring-with-identical-characters-ii/
2589. 完成所有任务的最少时间,https://leetcode.cn/problems/minimum-time-to-complete-all-tasks/
3266. K 次乘运算后的最终数组 II,https://leetcode.cn/problems/final-array-state-after-k-multiplication-operations-ii/
1675. 数组的最小偏移量,https://leetcode.cn/problems/minimize-deviation-in-array/
2617. 网格图中最少访问的格子数,https://leetcode.cn/problems/minimum-number-of-visited-cells-in-a-grid/
2532. 过桥的时间,https://leetcode.cn/problems/time-to-cross-a-bridge/
LCP 33. 蓄水,https://leetcode.cn/problems/o8SXZn/
1199. 建造街区的最短时间,https://leetcode.cn/problems/minimum-time-to-build-blocks/
3506. 查找消除细菌菌株所需时间 II,https://leetcode.cn/problems/find-time-required-to-eliminate-bacterial-strains-ii/
984. 不含 AAA 或 BBB 的字符串,https://leetcode.cn/problems/string-without-aaa-or-bbb/
767. 重构字符串,https://leetcode.cn/problems/reorganize-string/
1054. 距离相等的条形码,https://leetcode.cn/problems/distant-barcodes/
1953. 你可以工作的最大周数,https://leetcode.cn/problems/maximum-number-of-weeks-for-which-you-can-work/
1405. 最长快乐字符串,https://leetcode.cn/problems/longest-happy-string/
3081. 替换字符串中的问号使分数最小,https://leetcode.cn/problems/replace-question-marks-in-string-to-minimize-its-value/
621. 任务调度器,https://leetcode.cn/problems/task-scheduler/
358. K 距离间隔重排字符串,https://leetcode.cn/problems/rearrange-string-k-distance-apart/
264. 丑数 II,https://leetcode.cn/problems/ugly-number-ii/
378. 有序矩阵中第 K 小的元素,https://leetcode.cn/problems/kth-smallest-element-in-a-sorted-matrix/
373. 查找和最小的 K 对数字,https://leetcode.cn/problems/find-k-pairs-with-smallest-sums/
1439. 有序矩阵中的第 k 个最小数组和,https://leetcode.cn/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows/
786. 第 K 个最小的质数分数,https://leetcode.cn/problems/k-th-smallest-prime-fraction/
2386. 找出数组的第 K 大和,https://leetcode.cn/problems/find-the-k-sum-of-an-array/
LCP 30. 魔塔游戏,https://leetcode.cn/problems/p0NxJO/
1642. 可以到达的最远建筑,https://leetcode.cn/problems/furthest-building-you-can-reach/
630. 课程表 III,https://leetcode.cn/problems/course-schedule-iii/
871. 最低加油次数,https://leetcode.cn/problems/minimum-number-of-refueling-stops/
3362. 零数组变换 III,https://leetcode.cn/problems/zero-array-transformation-iii/
2813. 子序列最大优雅度,https://leetcode.cn/problems/maximum-elegance-of-a-k-length-subsequence/
3049. 标记所有下标的最早秒数 II,https://leetcode.cn/problems/earliest-second-to-mark-indices-ii/
2599. 使前缀和数组非负,https://leetcode.cn/problems/make-the-prefix-sum-non-negative/
2349. 设计数字容器系统,https://leetcode.cn/problems/design-a-number-container-system/
2353. 设计食物评分系统,https://leetcode.cn/problems/design-a-food-rating-system/
3092. 最高频率的 ID,https://leetcode.cn/problems/most-frequent-ids/
3408. 设计任务管理器,https://leetcode.cn/problems/design-task-manager/
2034. 股票价格波动,https://leetcode.cn/problems/stock-price-fluctuation/
1172. 餐盘栈,https://leetcode.cn/problems/dinner-plate-stacks/
3510. 移除最小数对使数组有序 II,https://leetcode.cn/problems/minimum-pair-removal-to-sort-array-ii/
3391. 设计一个高效的层跟踪三维二进制矩阵,https://leetcode.cn/problems/design-a-3d-binary-matrix-with-efficient-layer-tracking/
2102. 序列顺序查询,https://leetcode.cn/problems/sequentially-ordinal-rank-tracker/
295. 数据流的中位数,https://leetcode.cn/problems/find-median-from-data-stream/
480. 滑动窗口中位数,https://leetcode.cn/problems/sliding-window-median/
1825. 求出 MK 平均值,https://leetcode.cn/problems/finding-mk-average/
3505. 使 K 个子数组内元素相等的最少操作数,https://leetcode.cn/problems/minimum-operations-to-make-elements-within-k-subarrays-equal/
3013. 将数组分成最小总代价的子数组 II,https://leetcode.cn/problems/divide-an-array-into-subarrays-with-minimum-cost-ii/
3321. 计算子数组的 x-sum II,https://leetcode.cn/problems/find-x-sum-of-all-k-long-subarrays-ii/
LCP 24. 数字游戏,https://leetcode.cn/problems/5TxKeK/
3369. 设计数组统计跟踪器,https://leetcode.cn/problems/design-an-array-statistics-tracker/
3422. 将子数组元素变为相等所需的最小操作数,https://leetcode.cn/problems/minimum-operations-to-make-subarray-elements-equal/
208. 实现 Trie (前缀树),https://leetcode.cn/problems/implement-trie-prefix-tree/
648. 单词替换,https://leetcode.cn/problems/replace-words/
720. 词典中最长的单词,https://leetcode.cn/problems/longest-word-in-dictionary/
2416. 字符串的前缀分数和,https://leetcode.cn/problems/sum-of-prefix-scores-of-strings/
677. 键值映射,https://leetcode.cn/problems/map-sum-pairs/
1268. 搜索推荐系统,https://leetcode.cn/problems/search-suggestions-system/
1233. 删除子文件夹,https://leetcode.cn/problems/remove-sub-folders-from-the-filesystem/
820. 单词的压缩编码,https://leetcode.cn/problems/short-encoding-of-words/
2261. 含最多 K 个可整除元素的子数组,https://leetcode.cn/problems/k-divisible-elements-subarrays/
1804. 实现 Trie （前缀树） II,https://leetcode.cn/problems/implement-trie-ii-prefix-tree/
2168. 每个数字的频率都相同的独特子字符串的数量,https://leetcode.cn/problems/unique-substrings-with-equal-digit-frequency/
211. 添加与搜索单词 - 数据结构设计,https://leetcode.cn/problems/design-add-and-search-words-data-structure/
676. 实现一个魔法字典,https://leetcode.cn/problems/implement-magic-dictionary/
212. 单词搜索 II,https://leetcode.cn/problems/word-search-ii/
3093. 最长公共后缀查询,https://leetcode.cn/problems/longest-common-suffix-queries/
745. 前缀和后缀搜索,https://leetcode.cn/problems/prefix-and-suffix-search/
3045. 统计前后缀下标对 II,https://leetcode.cn/problems/count-prefix-and-suffix-pairs-ii/
336. 回文对,https://leetcode.cn/problems/palindrome-pairs/
1948. 删除系统中的重复文件夹,https://leetcode.cn/problems/delete-duplicate-folders-in-system/
425. 单词方块,https://leetcode.cn/problems/word-squares/
527. 单词缩写,https://leetcode.cn/problems/word-abbreviation/
588. 设计内存文件系统,https://leetcode.cn/problems/design-in-memory-file-system/
616. 给字符串添加加粗标签,https://leetcode.cn/problems/add-bold-tag-in-string/
758. 字符串中的加粗单词,https://leetcode.cn/problems/bold-words-in-string/
642. 设计搜索自动补全系统,https://leetcode.cn/problems/design-search-autocomplete-system/
1065. 字符串的索引对,https://leetcode.cn/problems/index-pairs-of-a-string/
1166. 设计文件系统,https://leetcode.cn/problems/design-file-system/
1858. 包含所有前缀的最长单词,https://leetcode.cn/problems/longest-word-with-all-prefixes/
139. 单词拆分,https://leetcode.cn/problems/word-break/
140. 单词拆分 II,https://leetcode.cn/problems/word-break-ii/
面试题 17.13. 恢复空格,https://leetcode.cn/problems/re-space-lcci/
472. 连接词,https://leetcode.cn/problems/concatenated-words/
2977. 转换字符串的最小成本 II,https://leetcode.cn/problems/minimum-cost-to-convert-string-ii/
421. 数组中两个数的最大异或值,https://leetcode.cn/problems/maximum-xor-of-two-numbers-in-an-array/
2935. 找出强数对的最大异或值 II,https://leetcode.cn/problems/maximum-strong-pair-xor-ii/
1707. 与数组中元素的最大异或值,https://leetcode.cn/problems/maximum-xor-with-an-element-from-array/
1803. 统计异或值在范围内的数对有多少,https://leetcode.cn/problems/count-pairs-with-xor-in-a-range/
1938. 查询最大基因差,https://leetcode.cn/problems/maximum-genetic-difference-query/
2479. 两个不重叠子树的最大异或值,https://leetcode.cn/problems/maximum-xor-of-two-non-overlapping-subtrees/
3493. 属性图,https://leetcode.cn/problems/properties-graph/
3532. 针对图的路径存在性查询 I,https://leetcode.cn/problems/path-existence-queries-in-a-graph-i/
990. 等式方程的可满足性,https://leetcode.cn/problems/satisfiability-of-equality-equations/
721. 账户合并,https://leetcode.cn/problems/accounts-merge/
737. 句子相似性 II,https://leetcode.cn/problems/sentence-similarity-ii/
1101. 彼此熟识的最早时间,https://leetcode.cn/problems/the-earliest-moment-when-everyone-become-friends/
1258. 近义词句子,https://leetcode.cn/problems/synonymous-sentences/
1202. 交换字符串中的元素,https://leetcode.cn/problems/smallest-string-with-swaps/
1061. 按字典序排列最小的等效字符串,https://leetcode.cn/problems/lexicographically-smallest-equivalent-string/
1722. 执行交换操作后的最小汉明距离,https://leetcode.cn/problems/minimize-hamming-distance-after-swap-operations/
765. 情侣牵手,https://leetcode.cn/problems/couples-holding-hands/
684. 冗余连接,https://leetcode.cn/problems/redundant-connection/
685. 冗余连接 II,https://leetcode.cn/problems/redundant-connection-ii/
947. 移除最多的同行或同列石头,https://leetcode.cn/problems/most-stones-removed-with-same-row-or-column/
839. 相似字符串组,https://leetcode.cn/problems/similar-string-groups/
1970. 你能穿过矩阵的最后一天,https://leetcode.cn/problems/last-day-where-you-can-still-cross/
2076. 处理含限制条件的好友请求,https://leetcode.cn/problems/process-restricted-friend-requests/
1579. 保证图可完全遍历,https://leetcode.cn/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable/
959. 由斜杠划分区域,https://leetcode.cn/problems/regions-cut-by-slashes/
2812. 找出最安全路径,https://leetcode.cn/problems/find-the-safest-path-in-a-grid/
2503. 矩阵查询可获得的最大分数,https://leetcode.cn/problems/maximum-number-of-points-from-grid-queries/
2867. 统计树中的合法路径数目,https://leetcode.cn/problems/count-valid-paths-in-a-tree/
2421. 好路径的数目,https://leetcode.cn/problems/number-of-good-paths/
2157. 字符串分组,https://leetcode.cn/problems/groups-of-strings/
1632. 矩阵转换后的秩,https://leetcode.cn/problems/rank-transform-of-a-matrix/
803. 打砖块,https://leetcode.cn/problems/bricks-falling-when-hit/
1569. 将子数组重新排序得到同一个二叉搜索树的方案数,https://leetcode.cn/problems/number-of-ways-to-reorder-array-to-get-same-bst/
3235. 判断矩形的两个角落是否可达,https://leetcode.cn/problems/check-if-the-rectangle-corner-is-reachable/
LCP 71. 集水器,https://leetcode.cn/problems/kskhHQ/
2371. 最小化网格中的最大值,https://leetcode.cn/problems/minimize-maximum-value-in-a-grid/
2459. 通过移动项目到空白区域来排序数组,https://leetcode.cn/problems/sort-array-by-moving-items-to-empty-space/
2709. 最大公约数遍历,https://leetcode.cn/problems/greatest-common-divisor-traversal/
1627. 带阈值的图连通性,https://leetcode.cn/problems/graph-connectivity-with-threshold/
952. 按公因数计算最大组件大小,https://leetcode.cn/problems/largest-component-size-by-common-factor/
1998. 数组的最大公因数排序,https://leetcode.cn/problems/gcd-sort-of-an-array/
3378. 统计最小公倍数图中的连通块数目,https://leetcode.cn/problems/count-connected-components-in-lcm-graph/
1562. 查找大小为 M 的最新分组,https://leetcode.cn/problems/find-latest-group-of-size-m/
1488. 避免洪水泛滥,https://leetcode.cn/problems/avoid-flood-in-the-city/
2382. 删除操作后的最大子段和,https://leetcode.cn/problems/maximum-segment-sum-after-removals/
2334. 元素值大于变化阈值的子数组,https://leetcode.cn/problems/subarray-with-elements-greater-than-varying-threshold/
2612. 最少翻转操作数,https://leetcode.cn/problems/minimum-reverse-operations/
1851. 包含每个查询的最小区间,https://leetcode.cn/problems/minimum-interval-to-include-each-query/
3244. 新增道路查询后的最短距离 II,https://leetcode.cn/problems/shortest-distance-after-road-addition-queries-ii/
2158. 每天绘制新区域的数量,https://leetcode.cn/problems/amount-of-new-area-painted-each-day/
399. 除法求值,https://leetcode.cn/problems/evaluate-division/
2307. 检查方程中的矛盾之处,https://leetcode.cn/problems/check-for-contradictions-in-equations/
307. 区域和检索 - 数组可修改,https://leetcode.cn/problems/range-sum-query-mutable/
3072. 将元素分配到两个数组中 II,https://leetcode.cn/problems/distribute-elements-into-two-arrays-ii/
3187. 数组中的峰值,https://leetcode.cn/problems/peaks-in-array/
1649. 通过指令创建有序数组,https://leetcode.cn/problems/create-sorted-array-through-instructions/
1626. 无矛盾的最佳球队,https://leetcode.cn/problems/best-team-with-no-conflicts/
1409. 查询带键的排列,https://leetcode.cn/problems/queries-on-a-permutation-with-key/
2250. 统计包含每个点的矩形数目,https://leetcode.cn/problems/count-number-of-rectangles-containing-each-point/
2179. 统计数组中好三元组数目,https://leetcode.cn/problems/count-good-triplets-in-an-array/
1395. 统计作战单位数,https://leetcode.cn/problems/count-number-of-teams/
2659. 将数组清空,https://leetcode.cn/problems/make-array-empty/
2653. 滑动子数组的美丽值,https://leetcode.cn/problems/sliding-subarray-beauty/
3515. 带权树中的最短路径,https://leetcode.cn/problems/shortest-path-in-a-weighted-tree/
LCP 05. 发 LeetCoin,https://leetcode.cn/problems/coin-bonus/
1505. 最多 K 次交换相邻数位后得到的最小整数,https://leetcode.cn/problems/minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits/
2926. 平衡子序列的最大和,https://leetcode.cn/problems/maximum-balanced-subsequence-sum/
2736. 最大和查询,https://leetcode.cn/problems/maximum-sum-queries/
3382. 用点构造面积最大的矩形 II,https://leetcode.cn/problems/maximum-area-rectangle-with-point-constraints-ii/
3245. 交替组 III,https://leetcode.cn/problems/alternating-groups-iii/
1756. 设计最近使用（MRU）队列,https://leetcode.cn/problems/design-most-recently-used-queue/
60. 排列序列,https://leetcode.cn/problems/permutation-sequence/
3109. 查找排列的下标,https://leetcode.cn/problems/find-the-index-of-permutation/
2519. 统计 K-Big 索引的数量,https://leetcode.cn/problems/count-the-number-of-k-big-indices/
2613. 美数对,https://leetcode.cn/problems/beautiful-pairs/
2921. 价格递增的最大利润三元组 II,https://leetcode.cn/problems/maximum-profitable-triplets-with-increasing-prices-ii/
308. 二维区域和检索 - 可变,https://leetcode.cn/problems/range-sum-query-2d-mutable/
LCR 170. 交易逆序对的总数,https://leetcode.cn/problems/shu-zu-zhong-de-ni-xu-dui-lcof/
315. 计算右侧小于当前元素的个数,https://leetcode.cn/problems/count-of-smaller-numbers-after-self/
493. 翻转对,https://leetcode.cn/problems/reverse-pairs/
327. 区间和的个数,https://leetcode.cn/problems/count-of-range-sum/
2426. 满足不等式的数对数目,https://leetcode.cn/problems/number-of-pairs-satisfying-inequality/
1850. 邻位交换的最小次数,https://leetcode.cn/problems/minimum-adjacent-swaps-to-reach-the-kth-smallest-number/
2193. 得到回文串的最少操作次数,https://leetcode.cn/problems/minimum-number-of-moves-to-make-palindrome/
1885. 统计数对,https://leetcode.cn/problems/count-pairs-in-two-arrays/
3479. 将水果装入篮子 III,https://leetcode.cn/problems/fruits-into-baskets-iii/
2940. 找到 Alice 和 Bob 可以相遇的建筑,https://leetcode.cn/problems/find-building-where-alice-and-bob-can-meet/
2286. 以组为单位订音乐会的门票,https://leetcode.cn/problems/booking-concert-tickets-in-groups/
3161. 物块放置查询,https://leetcode.cn/problems/block-placement-queries/
3525. 求出数组的 X 值 II,https://leetcode.cn/problems/find-x-value-of-array-ii/
2213. 由单个字符重复的最长子字符串,https://leetcode.cn/problems/longest-substring-of-one-repeating-character/
3165. 不包含相邻元素的子序列的最大和,https://leetcode.cn/problems/maximum-sum-of-subsequence-with-non-adjacent-elements/
3410. 删除所有值为某个元素后的最大子数组和,https://leetcode.cn/problems/maximize-subarray-sum-after-removing-all-occurrences-of-one-element/
3501. 操作后最大活跃区段数 II,https://leetcode.cn/problems/maximize-active-section-with-trade-ii/
LCP 81. 与非的谜题,https://leetcode.cn/problems/ryfUiz/
2407. 最长递增子序列 II,https://leetcode.cn/problems/longest-increasing-subsequence-ii/
1157. 子数组中占绝大多数的元素,https://leetcode.cn/problems/online-majority-element-in-subarray/
2569. 更新数组后处理求和查询,https://leetcode.cn/problems/handling-sum-queries-after-update/
1622. 奇妙序列,https://leetcode.cn/problems/fancy-sequence/
2502. 设计内存分配器,https://leetcode.cn/problems/design-memory-allocator/
2589. 完成所有任务的最少时间,https://leetcode.cn/problems/minimum-time-to-complete-all-tasks/
2547. 拆分数组的最小代价,https://leetcode.cn/problems/minimum-cost-to-split-an-array/
850. 矩形面积 II,https://leetcode.cn/problems/rectangle-area-ii/
3454. 分割正方形 II,https://leetcode.cn/problems/separate-squares-ii/
2916. 子数组不同元素数目的平方和 II,https://leetcode.cn/problems/subarrays-distinct-element-sum-of-squares-ii/
699. 掉落的方块,https://leetcode.cn/problems/falling-squares/
715. Range 模块,https://leetcode.cn/problems/range-module/
729. 我的日程安排表 I,https://leetcode.cn/problems/my-calendar-i/
731. 我的日程安排表 II,https://leetcode.cn/problems/my-calendar-ii/
732. 我的日程安排表 III,https://leetcode.cn/problems/my-calendar-iii/
2276. 统计区间中的整数数目,https://leetcode.cn/problems/count-integers-in-intervals/
2770. 达到末尾下标所需的最大跳跃次数,https://leetcode.cn/problems/maximum-number-of-jumps-to-reach-the-last-index/
2296. 设计一个文本编辑器,https://leetcode.cn/problems/design-a-text-editor/
3526. 范围异或查询与子数组反转,https://leetcode.cn/problems/range-xor-queries-with-subarray-reversals/
2343. 裁剪数字后查询第 K 小的数字,https://leetcode.cn/problems/query-kth-smallest-trimmed-number/
2070. 每一个查询的最大美丽值,https://leetcode.cn/problems/most-beautiful-item-for-each-query/
1847. 最近的房间,https://leetcode.cn/problems/closest-room/
2503. 矩阵查询可获得的最大分数,https://leetcode.cn/problems/maximum-number-of-points-from-grid-queries/
1851. 包含每个查询的最小区间,https://leetcode.cn/problems/minimum-interval-to-include-each-query/
1697. 检查边长度限制的路径是否存在,https://leetcode.cn/problems/checking-existence-of-edge-length-limited-paths/
2940. 找到 Alice 和 Bob 可以相遇的建筑,https://leetcode.cn/problems/find-building-where-alice-and-bob-can-meet/
2747. 统计没有收到请求的服务器数目,https://leetcode.cn/problems/count-zero-request-servers/
1938. 查询最大基因差,https://leetcode.cn/problems/maximum-genetic-difference-query/
2736. 最大和查询,https://leetcode.cn/problems/maximum-sum-queries/
3382. 用点构造面积最大的矩形 II,https://leetcode.cn/problems/maximum-area-rectangle-with-point-constraints-ii/
